Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,71.709999,71.919998,70.489998,70.949997,66.283203,6412200
2017-01-04,71.180000,72.230003,71.050003,71.809998,67.086632,5863700
2017-01-05,71.440002,71.790001,70.760002,71.070000,66.395317,4420200
2017-01-06,71.199997,71.400002,70.540001,70.949997,66.283203,4645500
2017-01-09,70.930000,71.320000,70.900002,71.070000,66.395317,3563600
2017-01-10,70.949997,71.699997,70.669998,71.209999,66.526108,4133800
2017-01-11,71.160004,71.370003,70.559998,71.260002,66.572807,3432200
2017-01-12,71.250000,71.639999,70.800003,71.580002,66.871765,4310600
2017-01-13,71.400002,72.610001,71.389999,72.150002,67.404274,6948000
2017-01-17,71.620003,73.209999,71.389999,72.379997,67.619133,5468500
2017-01-18,72.099998,72.099998,71.059998,71.379997,66.684914,8788300
2017-01-19,71.290001,72.650002,71.150002,71.599998,66.890434,6274000
2017-01-20,71.629997,71.930000,71.260002,71.760002,67.039925,5613900
2017-01-23,71.239998,72.839996,71.239998,72.580002,68.138329,5361300
2017-01-24,72.610001,74.029999,72.510002,74.000000,69.471428,5736800
2017-01-25,74.290001,74.750000,73.040001,73.059998,68.588943,5372700
2017-01-26,73.379997,73.830002,72.870003,73.230003,68.748558,5268800
2017-01-27,73.290001,73.430000,72.720001,73.250000,68.767319,4183700
2017-01-30,73.089996,73.639999,72.570000,73.570000,69.067741,3856000
2017-01-31,72.839996,73.540001,72.750000,73.080002,68.607727,4537500
2017-02-01,72.910004,73.029999,72.320000,72.349998,67.922401,4006600
2017-02-02,72.730003,72.790001,71.900002,71.949997,67.546875,3538300
2017-02-03,72.120003,73.400002,71.790001,73.290001,68.804871,6311700
2017-02-06,72.959999,73.199997,72.400002,72.610001,68.166496,5166800
2017-02-07,72.849998,72.989998,72.110001,72.239998,67.819122,3749500
2017-02-08,72.610001,72.769997,72.209999,72.449997,68.016266,4029600
2017-02-09,72.449997,73.690002,72.430000,73.529999,69.030190,4041000
2017-02-10,73.419998,74.040001,73.110001,73.970001,69.443260,3661300
2017-02-13,74.080002,74.260002,73.580002,73.900002,69.377533,3007800
2017-02-14,74.059998,75.889999,73.959999,75.720001,71.086159,8106600
2017-02-15,75.470001,77.470001,75.349998,76.910004,72.203354,10410300
2017-02-16,76.910004,77.400002,75.660004,76.320000,71.649445,4686200
2017-02-17,76.160004,76.739998,75.940002,76.739998,72.043747,5446200
2017-02-21,77.500000,77.519997,76.459999,77.250000,72.522537,5294100
2017-02-22,77.330002,77.449997,76.599998,76.800003,72.100082,3711600
2017-02-23,77.150002,77.209999,75.730003,75.800003,71.161263,5663400
2017-02-24,75.910004,76.339996,75.410004,76.099998,71.442894,11147700
2017-02-27,76.199997,76.449997,75.690002,76.419998,71.743332,4005300
2017-02-28,75.910004,75.930000,74.169998,74.370003,69.818779,10698500
2017-03-01,81.279999,82.849998,80.599998,81.449997,76.465508,21443900
2017-03-02,81.370003,81.400002,80.279999,80.400002,75.479767,8424000
2017-03-03,80.599998,81.870003,80.559998,81.680000,76.681435,6554000
2017-03-06,81.269997,81.500000,81.019997,81.019997,76.061821,6611900
2017-03-07,81.000000,81.320000,80.650002,80.839996,75.892830,4718000
2017-03-08,80.839996,81.720001,80.839996,81.330002,76.352875,4869200
2017-03-09,81.360001,81.809998,81.070000,81.169998,76.202637,3806600
2017-03-10,81.559998,82.000000,81.440002,81.580002,76.587555,4091100
2017-03-13,81.580002,81.989998,81.360001,81.580002,76.587555,4303500
2017-03-14,81.680000,82.180000,81.309998,81.940002,76.925499,4383400
2017-03-15,82.000000,83.320000,81.980003,83.269997,78.174133,4786400
2017-03-16,83.320000,84.000000,83.070000,83.220001,78.127197,4847300
2017-03-17,83.620003,83.739998,82.980003,83.529999,78.418221,5706500
2017-03-20,83.529999,83.529999,82.139999,82.349998,77.310425,6068300
2017-03-21,82.820000,83.300003,81.709999,81.919998,76.906754,5110800
2017-03-22,82.250000,82.930000,81.790001,82.349998,77.310425,4569100
2017-03-23,82.349998,83.050003,82.120003,82.449997,77.404297,3407200
2017-03-24,82.519997,82.889999,81.889999,82.209999,77.179001,3456900
2017-03-27,81.269997,82.059998,81.040001,81.559998,76.568764,4498100
2017-03-28,81.519997,82.650002,81.470001,82.400002,77.357368,4351300
2017-03-29,82.260002,82.620003,81.720001,82.209999,77.179001,3968400
2017-03-30,82.089996,82.550003,81.889999,82.300003,77.263504,3740800
2017-03-31,82.010002,82.550003,81.809998,82.209999,77.179001,4557000
2017-04-03,83.110001,83.139999,81.750000,82.040001,77.019402,5422900
2017-04-04,81.910004,82.080002,81.260002,81.589996,76.596947,4994700
2017-04-05,81.750000,82.690002,81.570000,81.620003,76.625099,4083100
2017-04-06,81.870003,82.459999,81.790001,81.970001,76.953682,3471800
2017-04-07,81.910004,82.400002,81.910004,82.139999,77.113289,3243700
2017-04-10,82.080002,82.989998,82.080002,82.419998,77.376144,2987900
2017-04-11,82.279999,82.750000,81.760002,82.410004,77.366760,3111700
2017-04-12,81.849998,82.169998,81.290001,81.870003,76.859825,3713800
2017-04-13,81.629997,81.919998,81.050003,81.059998,76.099350,3846400
2017-04-17,81.059998,81.980003,81.050003,81.949997,76.934898,3308100
2017-04-18,81.800003,82.320000,81.650002,82.129997,77.103897,3036500
2017-04-19,82.489998,82.739998,81.959999,81.989998,76.972458,3937300
2017-04-20,82.419998,83.559998,82.330002,83.290001,78.192894,4538900
2017-04-21,83.260002,83.699997,82.970001,83.470001,78.361885,5233500
2017-04-24,84.000000,84.470001,83.580002,84.169998,79.351784,4553600
2017-04-25,84.779999,85.309998,84.070000,84.510002,79.672318,5825200
2017-04-26,84.610001,85.650002,84.410004,85.230003,80.351105,4407700
2017-04-27,85.449997,85.760002,84.860001,85.269997,80.388817,6586300
2017-04-28,85.160004,85.290001,84.050003,84.879997,80.021141,4795000
2017-05-01,84.839996,85.099998,84.230003,84.400002,79.568619,3842000
2017-05-02,84.760002,85.430000,84.190002,85.379997,80.492531,4251500
2017-05-03,85.410004,86.000000,85.139999,85.529999,80.633926,3711800
2017-05-04,85.769997,85.860001,85.000000,85.400002,80.511375,3429400
2017-05-05,85.699997,86.000000,85.089996,86.000000,81.077019,3027900
2017-05-08,86.000000,86.180000,85.410004,86.000000,81.077019,4111000
2017-05-09,86.199997,86.250000,85.610001,85.849998,80.935600,5666200
2017-05-10,85.870003,86.129997,85.449997,86.059998,81.133583,5151900
2017-05-11,85.750000,85.820000,84.180000,84.699997,79.851448,6382000
2017-05-12,84.699997,85.029999,84.290001,84.820000,79.964561,3569200
2017-05-15,85.190002,86.059998,84.849998,85.190002,80.313408,7388000
2017-05-16,86.000000,86.199997,85.029999,85.360001,80.473656,5682600
2017-05-17,85.360001,85.360001,83.669998,83.750000,78.955826,4973500
2017-05-18,83.750000,84.440002,83.629997,84.050003,79.238663,4590800
2017-05-19,84.160004,84.919998,83.900002,84.589996,79.747734,3882900
2017-05-22,84.830002,84.919998,83.980003,84.050003,79.238663,7376500
2017-05-23,84.139999,84.190002,82.150002,82.339996,77.626526,9510000
2017-05-24,79.330002,80.279999,78.400002,79.849998,75.279083,18988900
2017-05-25,80.059998,81.660004,79.980003,81.330002,76.674377,10284700
2017-05-26,81.260002,81.480003,80.559998,80.910004,76.278404,4571600
2017-05-30,80.769997,80.809998,79.279999,79.410004,74.864265,6942300
2017-05-31,79.519997,79.639999,78.099998,78.769997,74.260887,8678100
2017-06-01,78.769997,80.430000,78.290001,80.430000,75.825867,6340100
2017-06-02,80.029999,80.739998,80.029999,80.220001,75.627892,4387700
2017-06-05,80.250000,80.330002,79.410004,79.440002,74.892548,3426600
2017-06-06,78.860001,79.190002,78.519997,78.699997,74.194893,7719900
2017-06-07,78.800003,78.930000,77.699997,77.790001,73.336998,5741200
2017-06-08,77.790001,78.480003,77.550003,77.639999,73.195580,7231000
2017-06-09,77.769997,78.849998,77.709999,78.650002,74.147781,5979000
2017-06-12,78.470001,79.139999,78.360001,79.029999,74.506020,6262700
2017-06-13,79.040001,79.809998,78.910004,79.650002,75.090523,4459000
2017-06-14,79.809998,81.040001,79.320000,80.559998,75.948433,5195000
2017-06-15,80.099998,80.489998,79.699997,80.389999,75.788170,6004900
2017-06-16,80.139999,80.360001,79.239998,79.800003,75.231934,7752900
2017-06-19,80.230003,81.349998,79.570000,81.080002,76.438652,4477800
2017-06-20,81.000000,81.449997,80.370003,80.459999,75.854164,4234300
2017-06-21,80.480003,80.809998,79.040001,79.139999,74.609718,4752000
2017-06-22,79.199997,79.349998,78.300003,78.339996,73.855515,8240900
2017-06-23,78.379997,78.410004,75.830002,76.070000,71.715462,13573700
2017-06-26,76.330002,76.949997,76.300003,76.699997,72.309387,5210800
2017-06-27,76.480003,77.110001,75.790001,76.330002,71.960587,7801700
2017-06-28,76.629997,77.220001,76.519997,77.019997,72.611076,4368400
2017-06-29,77.099998,77.190002,76.160004,76.599998,72.215118,3877400
2017-06-30,76.529999,77.940002,76.529999,77.529999,73.091888,4681300
2017-07-03,78.000000,78.449997,77.989998,78.260002,73.780098,2287900
2017-07-05,78.239998,78.389999,77.029999,77.370003,72.941055,3930000
2017-07-06,77.070000,77.300003,76.430000,76.589996,72.205696,4439700
2017-07-07,76.730003,77.300003,76.650002,77.150002,72.733627,3904900
2017-07-10,77.300003,77.470001,76.849998,76.919998,72.516800,4611900
2017-07-11,76.980003,77.120003,76.019997,76.250000,71.885155,5139100
2017-07-12,76.599998,76.919998,76.029999,76.220001,71.856880,4379300
2017-07-13,76.510002,76.910004,76.279999,76.519997,72.139687,4648200
2017-07-14,76.529999,76.699997,75.739998,76.059998,71.706032,4778400
2017-07-17,76.059998,76.669998,75.940002,76.430000,72.054848,3960600
2017-07-18,76.239998,76.410004,75.879997,75.959999,71.611748,3174100
2017-07-19,76.239998,77.150002,76.209999,76.830002,72.431946,4233600
2017-07-20,75.959999,76.139999,71.580002,72.559998,68.406387,23892100
2017-07-21,72.750000,74.110001,72.720001,73.839996,69.613106,11614600
2017-07-24,73.500000,74.760002,73.059998,74.309998,70.447365,7749200
2017-07-25,74.690002,76.180000,74.510002,75.690002,71.755646,6507000
2017-07-26,75.690002,76.330002,75.300003,75.980003,72.030563,4481600
2017-07-27,75.830002,77.680000,75.809998,77.000000,72.997528,6934800
2017-07-28,76.959999,77.349998,76.199997,76.480003,72.504578,5000600
2017-07-31,76.570000,77.519997,76.370003,77.400002,73.376740,6833300
