Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,73.529999,74.309998,73.050003,73.580002,67.030624,4847900
2017-01-04,73.650002,73.970001,73.250000,73.489998,66.948624,4507100
2017-01-05,73.290001,73.699997,72.889999,72.919998,66.429375,4301100
2017-01-06,72.879997,74.279999,72.470001,74.150002,67.549896,5244600
2017-01-09,74.510002,75.220001,74.169998,74.339996,67.722984,4782900
2017-01-10,74.620003,74.830002,74.059998,74.599998,67.959839,3712500
2017-01-11,74.639999,75.199997,74.459999,75.199997,68.506424,4361400
2017-01-12,75.000000,75.139999,74.089996,74.849998,68.187576,4408200
2017-01-13,74.830002,75.300003,74.730003,75.000000,68.324219,3372500
2017-01-17,74.669998,74.949997,74.290001,74.489998,67.859619,4413100
2017-01-18,74.730003,74.839996,74.250000,74.379997,67.759407,5531400
2017-01-19,74.220001,74.809998,73.870003,73.879997,67.303925,4468500
2017-01-20,74.160004,74.889999,74.160004,74.750000,68.096481,6661400
2017-01-23,74.800003,75.739998,74.639999,75.730003,68.989265,6895100
2017-01-24,76.190002,77.320000,75.910004,77.080002,70.219086,8561600
2017-01-25,77.720001,78.720001,77.190002,78.580002,71.585571,8112800
2017-01-26,78.019997,79.470001,78.010002,79.260002,72.205055,8991500
2017-01-27,79.059998,79.449997,77.739998,78.029999,71.535805,9737300
2017-01-30,77.519997,78.080002,77.349998,77.900002,71.416634,8355200
2017-01-31,77.400002,77.540001,75.250000,75.540001,69.253052,11129400
2017-02-01,76.059998,76.870003,75.860001,76.269997,69.922295,7815800
2017-02-02,75.610001,76.099998,75.339996,75.889999,69.573898,4434500
2017-02-03,76.290001,76.559998,76.029999,76.500000,70.133141,4547000
2017-02-06,76.379997,76.470001,75.849998,76.220001,69.876434,4633000
2017-02-07,76.370003,76.750000,76.040001,76.180000,69.839775,4500900
2017-02-08,76.489998,76.550003,75.919998,75.949997,69.628906,5864700
2017-02-09,76.300003,76.349998,75.269997,75.300003,69.033012,6950500
2017-02-10,75.620003,75.660004,74.519997,75.160004,68.904663,6289400
2017-02-13,75.529999,75.739998,75.389999,75.519997,69.234695,5466200
2017-02-14,75.459999,75.639999,75.300003,75.639999,69.344711,3999800
2017-02-15,75.650002,75.809998,74.930000,75.669998,69.372223,5731500
2017-02-16,75.800003,76.320000,75.519997,76.250000,69.903954,4882000
2017-02-17,76.110001,76.440002,75.660004,76.440002,70.078140,3955300
2017-02-21,76.790001,77.129997,76.589996,77.080002,70.664871,5104700
2017-02-22,77.199997,77.279999,76.800003,77.230003,70.802399,4056600
2017-02-23,77.230003,77.379997,76.690002,77.139999,70.719879,4921700
2017-02-24,76.940002,77.239998,76.400002,77.239998,70.811539,3516600
2017-02-27,77.309998,77.339996,76.760002,77.190002,70.765709,3055400
2017-02-28,77.059998,77.169998,76.459999,76.620003,70.243149,4770500
2017-03-01,77.129997,78.180000,76.680000,78.150002,71.645805,5332500
2017-03-02,78.360001,78.760002,77.940002,78.080002,71.581642,7605500
2017-03-03,78.199997,78.199997,77.459999,77.860001,71.379951,3994800
2017-03-06,77.690002,78.459999,77.400002,78.309998,71.792503,4066400
2017-03-07,78.349998,80.370003,78.209999,79.120003,72.535080,10556800
2017-03-08,79.440002,79.940002,79.160004,79.339996,72.736778,5386500
2017-03-09,79.489998,79.790001,78.800003,79.129997,72.544266,4255400
2017-03-10,79.720001,80.629997,79.300003,80.330002,73.644386,5118200
2017-03-13,80.320000,81.089996,80.180000,81.019997,74.276955,6082600
2017-03-14,80.949997,81.209999,80.620003,81.089996,74.341125,4271400
2017-03-15,81.419998,81.949997,80.959999,81.820000,75.010384,3668800
2017-03-16,81.989998,82.180000,81.379997,81.709999,74.909523,4195600
2017-03-17,82.239998,82.440002,81.440002,82.199997,75.358749,9231700
2017-03-20,81.989998,82.269997,81.540001,81.589996,74.799515,4383000
2017-03-21,81.930000,82.080002,79.669998,79.750000,73.112656,6221000
2017-03-22,80.089996,80.790001,79.580002,80.690002,73.974426,4307300
2017-03-23,80.690002,81.040001,80.230003,80.669998,73.956093,3335200
2017-03-24,81.919998,82.050003,80.430000,80.589996,73.882736,4100300
2017-03-27,79.949997,80.820000,79.709999,80.529999,73.827751,3260800
2017-03-28,80.300003,80.989998,80.220001,80.610001,73.901062,3577900
2017-03-29,80.349998,80.660004,80.260002,80.489998,73.791069,2811600
2017-03-30,80.230003,81.080002,80.230003,81.040001,74.295296,3372800
2017-03-31,80.790001,81.150002,80.540001,80.559998,73.855232,3760900
2017-04-03,80.870003,81.500000,79.790001,80.360001,73.671898,4563900
2017-04-04,80.110001,80.669998,80.110001,80.599998,73.891907,2761500
2017-04-05,80.599998,81.180000,79.980003,80.080002,73.415184,3547900
2017-04-06,79.980003,80.370003,79.400002,80.099998,73.433533,4177700
2017-04-07,80.300003,80.919998,80.080002,80.529999,73.827751,2686800
2017-04-10,80.419998,80.760002,79.919998,80.129997,73.461037,3314700
2017-04-11,79.879997,79.879997,78.199997,79.410004,72.800957,5321300
2017-04-12,79.480003,79.680000,78.199997,78.480003,71.948349,6335000
2017-04-13,78.470001,79.330002,77.830002,77.839996,71.361610,4658300
2017-04-17,78.300003,78.750000,78.120003,78.720001,72.168388,4462400
2017-04-18,78.510002,79.839996,78.349998,79.610001,72.984306,4528900
2017-04-19,79.959999,80.660004,79.279999,79.370003,72.764282,4673700
2017-04-20,79.720001,80.889999,79.510002,80.760002,74.038597,3586300
2017-04-21,79.580002,80.410004,79.239998,79.809998,73.167664,6314400
2017-04-24,81.019997,81.510002,80.849998,81.080002,74.331970,5129200
2017-04-25,81.300003,82.430000,81.110001,82.360001,75.505432,7604100
2017-04-26,82.169998,82.919998,80.790001,81.110001,74.359459,6763900
2017-04-27,80.750000,81.269997,80.360001,80.800003,74.534729,5762500
2017-04-28,81.040001,81.040001,78.650002,79.180000,73.040352,10521800
2017-05-01,79.250000,79.500000,78.400002,79.290001,73.141815,5065500
2017-05-02,79.160004,79.410004,78.790001,79.250000,73.104927,6234500
2017-05-03,79.199997,79.930000,79.000000,79.769997,73.584610,4665000
2017-05-04,79.980003,80.029999,79.080002,79.300003,73.151054,3241300
2017-05-05,79.449997,79.639999,79.139999,79.629997,73.455452,3653900
2017-05-08,79.699997,79.820000,79.360001,79.459999,73.298645,2776600
2017-05-09,79.379997,79.830002,79.269997,79.449997,73.289406,4433900
2017-05-10,79.980003,80.669998,79.769997,80.489998,74.248764,5180400
2017-05-11,80.199997,80.680000,79.650002,80.400002,74.165741,3168400
2017-05-12,80.769997,80.769997,80.279999,80.690002,74.433273,2648900
2017-05-15,80.650002,81.620003,80.459999,81.550003,75.226578,3596100
2017-05-16,81.879997,82.320000,81.449997,82.269997,75.890739,3918500
2017-05-17,81.540001,82.059998,78.610001,78.680000,72.579124,6401800
2017-05-18,78.919998,79.690002,78.419998,79.230003,73.086479,4930900
2017-05-19,79.389999,81.040001,79.300003,80.300003,74.073509,7506600
2017-05-22,80.480003,80.930000,80.050003,80.370003,74.138069,3672100
2017-05-23,80.500000,80.550003,79.449997,79.690002,73.510811,3683700
2017-05-24,80.300003,80.300003,79.739998,80.050003,73.842880,3671500
2017-05-25,80.489998,80.989998,79.980003,80.790001,74.525513,3226100
2017-05-26,80.860001,81.180000,80.320000,81.120003,74.829933,2812200
2017-05-30,81.000000,82.199997,81.000000,81.970001,75.614021,3258100
2017-05-31,82.199997,83.239998,82.180000,82.489998,76.093697,6503900
2017-06-01,82.610001,82.860001,81.220001,81.489998,75.171234,4320100
2017-06-02,81.959999,81.970001,80.860001,81.629997,75.300369,4725900
2017-06-05,81.660004,82.379997,81.660004,81.889999,75.540215,2589900
2017-06-06,81.650002,82.879997,81.510002,82.220001,75.844627,3279300
2017-06-07,82.800003,83.430000,82.290001,82.889999,76.462677,3763000
2017-06-08,83.199997,84.360001,82.620003,84.339996,77.800240,4410200
2017-06-09,84.230003,84.650002,79.940002,80.900002,74.626991,6815700
2017-06-12,79.820000,81.320000,79.669998,81.050003,74.765343,6746200
2017-06-13,81.410004,81.800003,80.599998,80.989998,74.710014,4324800
2017-06-14,81.260002,81.489998,79.440002,80.160004,73.944366,3944200
2017-06-15,79.349998,80.400002,79.220001,80.080002,73.870583,3061900
2017-06-16,79.849998,80.230003,79.019997,79.699997,73.520020,6246800
2017-06-19,80.370003,81.449997,80.279999,81.419998,75.106659,3569100
2017-06-20,81.160004,81.230003,79.540001,79.570000,73.400108,3831300
2017-06-21,79.699997,79.919998,79.230003,79.669998,73.492363,4318600
2017-06-22,79.949997,80.050003,78.949997,79.050003,72.920441,3327400
2017-06-23,79.059998,80.019997,78.639999,79.580002,73.409332,4052600
2017-06-26,80.040001,80.089996,78.239998,78.309998,72.237808,4913100
2017-06-27,78.000000,78.269997,76.940002,76.949997,70.983261,5797000
2017-06-28,77.610001,78.209999,76.949997,78.059998,72.007202,6362100
2017-06-29,77.500000,77.930000,75.919998,76.900002,70.937157,6644600
2017-06-30,77.690002,77.690002,76.610001,76.930000,70.964821,4696100
2017-07-03,77.449997,77.639999,76.400002,76.410004,70.485130,3494200
